"n","gram","annee","mois","rubrique","total"
5,"guerre",1962,9,"science/technologie",11987113
22,"guerre",1962,9,"société",11987113
2,"guerre",1962,9,"sport",11987113
9,"guerre",1962,9,"économie",11987113
85,"guerre",1962,10,"culture",11987113
15,"guerre",1962,10,"inclassable",11987113
360,"guerre",1962,10,"international",11987113
122,"guerre",1962,10,"politique",11987113
3,"guerre",1962,10,"science/technologie",11987113
30,"guerre",1962,10,"société",11987113
1,"guerre",1962,10,"sport",11987113
11,"guerre",1962,10,"économie",11987113
47,"guerre",1962,11,"culture",11987113
13,"guerre",1962,11,"inclassable",11987113
288,"guerre",1962,11,"international",11987113
74,"guerre",1962,11,"politique",11987113
2,"guerre",1962,11,"science/technologie",11987113
16,"guerre",1962,11,"société",11987113
1,"guerre",1962,11,"sport",11987113
14,"guerre",1962,11,"économie",11987113
88,"guerre",1962,12,"culture",11987113
4,"guerre",1962,12,"inclassable",11987113
272,"guerre",1962,12,"international",11987113
62,"guerre",1962,12,"politique",11987113
5,"guerre",1962,12,"science/technologie",11987113
11,"guerre",1962,12,"société",11987113
3,"guerre",1962,12,"sport",11987113
22,"guerre",1962,12,"économie",11987113
72,"guerre",1963,1,"culture",12223185
17,"guerre",1963,1,"inclassable",12223185
265,"guerre",1963,1,"international",12223185
89,"guerre",1963,1,"politique",12223185
3,"guerre",1963,1,"science/technologie",12223185
18,"guerre",1963,1,"société",12223185
1,"guerre",1963,1,"sport",12223185
20,"guerre",1963,1,"économie",12223185
49,"guerre",1963,2,"culture",12223185
5,"guerre",1963,2,"inclassable",12223185
234,"guerre",1963,2,"international",12223185
91,"guerre",1963,2,"politique",12223185
1,"guerre",1963,2,"science/technologie",12223185
27,"guerre",1963,2,"société",12223185
1,"guerre",1963,2,"sport",12223185
12,"guerre",1963,2,"économie",12223185
105,"guerre",1963,3,"culture",12223185
6,"guerre",1963,3,"inclassable",12223185
244,"guerre",1963,3,"international",12223185
67,"guerre",1963,3,"politique",12223185
1,"guerre",1963,3,"science/technologie",12223185
15,"guerre",1963,3,"société",12223185
1,"guerre",1963,3,"sport",12223185
26,"guerre",1963,3,"économie",12223185
79,"guerre",1963,4,"culture",12223185
20,"guerre",1963,4,"inclassable",12223185
245,"guerre",1963,4,"international",12223185
38,"guerre",1963,4,"politique",12223185
4,"guerre",1963,4,"science/technologie",12223185
25,"guerre",1963,4,"société",12223185
1,"guerre",1963,4,"sport",12223185
13,"guerre",1963,4,"économie",12223185
70,"guerre",1963,5,"culture",12223185
28,"guerre",1963,5,"inclassable",12223185
239,"guerre",1963,5,"international",12223185
50,"guerre",1963,5,"politique",12223185
9,"guerre",1963,5,"science/technologie",12223185
20,"guerre",1963,5,"société",12223185
19,"guerre",1963,5,"économie",12223185
96,"guerre",1963,6,"culture",12223185
15,"guerre",1963,6,"inclassable",12223185
275,"guerre",1963,6,"international",12223185
95,"guerre",1963,6,"politique",12223185
2,"guerre",1963,6,"science/technologie",12223185
24,"guerre",1963,6,"société",12223185
2,"guerre",1963,6,"sport",12223185
11,"guerre",1963,6,"économie",12223185
69,"guerre",1963,7,"culture",12223185
24,"guerre",1963,7,"inclassable",12223185
327,"guerre",1963,7,"international",12223185
56,"guerre",1963,7,"politique",12223185
1,"guerre",1963,7,"science/technologie",12223185
15,"guerre",1963,7,"société",12223185
1,"guerre",1963,7,"sport",12223185
7,"guerre",1963,7,"économie",12223185
119,"guerre",1963,8,"culture",12223185
24,"guerre",1963,8,"inclassable",12223185
282,"guerre",1963,8,"international",12223185
44,"guerre",1963,8,"politique",12223185
9,"guerre",1963,8,"science/technologie",12223185
13,"guerre",1963,8,"société",12223185
1,"guerre",1963,8,"sport",12223185
5,"guerre",1963,8,"économie",12223185
64,"guerre",1963,9,"culture",12223185
7,"guerre",1963,9,"inclassable",12223185
309,"guerre",1963,9,"international",12223185
48,"guerre",1963,9,"politique",12223185
11,"guerre",1963,9,"science/technologie",12223185
17,"guerre",1963,9,"société",12223185
2,"guerre",1963,9,"sport",12223185
21,"guerre",1963,9,"économie",12223185
50,"guerre",1963,10,"culture",12223185
19,"guerre",1963,10,"inclassable",12223185
327,"guerre",1963,10,"international",12223185
87,"guerre",1963,10,"politique",12223185
8,"guerre",1963,10,"science/technologie",12223185
27,"guerre",1963,10,"société",12223185
3,"guerre",1963,10,"sport",12223185
9,"guerre",1963,10,"économie",12223185
96,"guerre",1963,11,"culture",12223185
25,"guerre",1963,11,"inclassable",12223185
309,"guerre",1963,11,"international",12223185
74,"guerre",1963,11,"politique",12223185
14,"guerre",1963,11,"science/technologie",12223185
19,"guerre",1963,11,"société",12223185
30,"guerre",1963,11,"économie",12223185
68,"guerre",1963,12,"culture",12223185
27,"guerre",1963,12,"inclassable",12223185
255,"guerre",1963,12,"international",12223185
64,"guerre",1963,12,"politique",12223185
23,"guerre",1963,12,"science/technologie",12223185
19,"guerre",1963,12,"société",12223185
1,"guerre",1963,12,"sport",12223185
17,"guerre",1963,12,"économie",12223185
62,"guerre",1964,1,"culture",12823655
6,"guerre",1964,1,"inclassable",12823655
279,"guerre",1964,1,"international",12823655
45,"guerre",1964,1,"politique",12823655
2,"guerre",1964,1,"science/technologie",12823655
30,"guerre",1964,1,"société",12823655
3,"guerre",1964,1,"sport",12823655
11,"guerre",1964,1,"économie",12823655
136,"guerre",1964,2,"culture",12823655
21,"guerre",1964,2,"inclassable",12823655
346,"guerre",1964,2,"international",12823655
29,"guerre",1964,2,"politique",12823655
6,"guerre",1964,2,"science/technologie",12823655
10,"guerre",1964,2,"société",12823655
3,"guerre",1964,2,"sport",12823655
15,"guerre",1964,2,"économie",12823655
82,"guerre",1964,3,"culture",12823655
9,"guerre",1964,3,"inclassable",12823655
233,"guerre",1964,3,"international",12823655
79,"guerre",1964,3,"politique",12823655
2,"guerre",1964,3,"science/technologie",12823655
24,"guerre",1964,3,"société",12823655
2,"guerre",1964,3,"sport",12823655
6,"guerre",1964,3,"économie",12823655
52,"guerre",1964,4,"culture",12823655
18,"guerre",1964,4,"inclassable",12823655
357,"guerre",1964,4,"international",12823655
42,"guerre",1964,4,"politique",12823655
8,"guerre",1964,4,"science/technologie",12823655
19,"guerre",1964,4,"société",12823655
23,"guerre",1964,4,"économie",12823655
71,"guerre",1964,5,"culture",12823655
39,"guerre",1964,5,"inclassable",12823655
281,"guerre",1964,5,"international",12823655
80,"guerre",1964,5,"politique",12823655
11,"guerre",1964,5,"science/technologie",12823655
24,"guerre",1964,5,"société",12823655
2,"guerre",1964,5,"sport",12823655
23,"guerre",1964,5,"économie",12823655
81,"guerre",1964,6,"culture",12823655
19,"guerre",1964,6,"inclassable",12823655
300,"guerre",1964,6,"international",12823655
101,"guerre",1964,6,"politique",12823655
2,"guerre",1964,6,"science/technologie",12823655
18,"guerre",1964,6,"société",12823655
2,"guerre",1964,6,"sport",12823655
22,"guerre",1964,6,"économie",12823655
54,"guerre",1964,7,"culture",12823655
23,"guerre",1964,7,"inclassable",12823655
292,"guerre",1964,7,"international",12823655
131,"guerre",1964,7,"politique",12823655
1,"guerre",1964,7,"science/technologie",12823655
24,"guerre",1964,7,"société",12823655
2,"guerre",1964,7,"sport",12823655
7,"guerre",1964,7,"économie",12823655
66,"guerre",1964,8,"culture",12823655
16,"guerre",1964,8,"inclassable",12823655
325,"guerre",1964,8,"international",12823655
81,"guerre",1964,8,"politique",12823655
5,"guerre",1964,8,"science/technologie",12823655
6,"guerre",1964,8,"société",12823655
3,"guerre",1964,8,"sport",12823655
10,"guerre",1964,8,"économie",12823655
67,"guerre",1964,9,"culture",12823655
29,"guerre",1964,9,"inclassable",12823655
318,"guerre",1964,9,"international",12823655
40,"guerre",1964,9,"politique",12823655
12,"guerre",1964,9,"science/technologie",12823655
42,"guerre",1964,9,"société",12823655
2,"guerre",1964,9,"sport",12823655
36,"guerre",1964,9,"économie",12823655
62,"guerre",1964,10,"culture",12823655
11,"guerre",1964,10,"inclassable",12823655
230,"guerre",1964,10,"international",12823655
48,"guerre",1964,10,"politique",12823655
7,"guerre",1964,10,"science/technologie",12823655
36,"guerre",1964,10,"société",12823655
6,"guerre",1964,10,"sport",12823655
17,"guerre",1964,10,"économie",12823655
89,"guerre",1964,11,"culture",12823655
21,"guerre",1964,11,"inclassable",12823655
299,"guerre",1964,11,"international",12823655
58,"guerre",1964,11,"politique",12823655
6,"guerre",1964,11,"science/technologie",12823655
17,"guerre",1964,11,"société",12823655
5,"guerre",1964,11,"sport",12823655
13,"guerre",1964,11,"économie",12823655
61,"guerre",1964,12,"culture",12823655
4,"guerre",1964,12,"inclassable",12823655
228,"guerre",1964,12,"international",12823655
117,"guerre",1964,12,"politique",12823655
7,"guerre",1964,12,"science/technologie",12823655
19,"guerre",1964,12,"société",12823655
12,"guerre",1964,12,"économie",12823655
117,"guerre",1965,1,"culture",12860422
27,"guerre",1965,1,"inclassable",12860422
277,"guerre",1965,1,"international",12860422
82,"guerre",1965,1,"politique",12860422
22,"guerre",1965,1,"société",12860422
2,"guerre",1965,1,"sport",12860422
11,"guerre",1965,1,"économie",12860422
71,"guerre",1965,2,"culture",12860422
14,"guerre",1965,2,"inclassable",12860422
339,"guerre",1965,2,"international",12860422
50,"guerre",1965,2,"politique",12860422
3,"guerre",1965,2,"science/technologie",12860422
17,"guerre",1965,2,"société",12860422
19,"guerre",1965,2,"économie",12860422
73,"guerre",1965,3,"culture",12860422
29,"guerre",1965,3,"inclassable",12860422
379,"guerre",1965,3,"international",12860422
56,"guerre",1965,3,"politique",12860422
4,"guerre",1965,3,"science/technologie",12860422
37,"guerre",1965,3,"société",12860422
1,"guerre",1965,3,"sport",12860422
20,"guerre",1965,3,"économie",12860422
78,"guerre",1965,4,"culture",12860422
27,"guerre",1965,4,"inclassable",12860422
403,"guerre",1965,4,"international",12860422
56,"guerre",1965,4,"politique",12860422
5,"guerre",1965,4,"science/technologie",12860422
38,"guerre",1965,4,"société",12860422
3,"guerre",1965,4,"sport",12860422
17,"guerre",1965,4,"économie",12860422
80,"guerre",1965,5,"culture",12860422
25,"guerre",1965,5,"inclassable",12860422
315,"guerre",1965,5,"international",12860422
60,"guerre",1965,5,"politique",12860422
8,"guerre",1965,5,"science/technologie",12860422
30,"guerre",1965,5,"société",12860422
1,"guerre",1965,5,"sport",12860422
13,"guerre",1965,5,"économie",12860422
85,"guerre",1965,6,"culture",12860422
16,"guerre",1965,6,"inclassable",12860422
349,"guerre",1965,6,"international",12860422
38,"guerre",1965,6,"politique",12860422
6,"guerre",1965,6,"science/technologie",12860422
22,"guerre",1965,6,"société",12860422
1,"guerre",1965,6,"sport",12860422
11,"guerre",1965,6,"économie",12860422
97,"guerre",1965,7,"culture",12860422
22,"guerre",1965,7,"inclassable",12860422
368,"guerre",1965,7,"international",12860422
67,"guerre",1965,7,"politique",12860422
2,"guerre",1965,7,"science/technologie",12860422
30,"guerre",1965,7,"société",12860422
3,"guerre",1965,7,"sport",12860422
5,"guerre",1965,7,"économie",12860422
59,"guerre",1965,8,"culture",12860422
17,"guerre",1965,8,"inclassable",12860422
347,"guerre",1965,8,"international",12860422
13,"guerre",1965,8,"politique",12860422
4,"guerre",1965,8,"science/technologie",12860422
22,"guerre",1965,8,"société",12860422
1,"guerre",1965,8,"sport",12860422
12,"guerre",1965,8,"économie",12860422
94,"guerre",1965,9,"culture",12860422
19,"guerre",1965,9,"inclassable",12860422
364,"guerre",1965,9,"international",12860422
70,"guerre",1965,9,"politique",12860422
2,"guerre",1965,9,"science/technologie",12860422
24,"guerre",1965,9,"société",12860422
3,"guerre",1965,9,"sport",12860422
12,"guerre",1965,9,"économie",12860422
115,"guerre",1965,10,"culture",12860422
30,"guerre",1965,10,"inclassable",12860422
264,"guerre",1965,10,"international",12860422
70,"guerre",1965,10,"politique",12860422
16,"guerre",1965,10,"science/technologie",12860422
23,"guerre",1965,10,"société",12860422
1,"guerre",1965,10,"sport",12860422
17,"guerre",1965,10,"économie",12860422
79,"guerre",1965,11,"culture",12860422
22,"guerre",1965,11,"inclassable",12860422
286,"guerre",1965,11,"international",12860422
83,"guerre",1965,11,"politique",12860422
6,"guerre",1965,11,"science/technologie",12860422
29,"guerre",1965,11,"société",12860422
1,"guerre",1965,11,"sport",12860422
17,"guerre",1965,11,"économie",12860422
108,"guerre",1965,12,"culture",12860422
13,"guerre",1965,12,"inclassable",12860422
376,"guerre",1965,12,"international",12860422
116,"guerre",1965,12,"politique",12860422
6,"guerre",1965,12,"science/technologie",12860422
12,"guerre",1965,12,"société",12860422
1,"guerre",1965,12,"sport",12860422
8,"guerre",1965,12,"économie",12860422
75,"guerre",1966,1,"culture",13187649
28,"guerre",1966,1,"inclassable",13187649
389,"guerre",1966,1,"international",13187649
71,"guerre",1966,1,"politique",13187649
3,"guerre",1966,1,"science/technologie",13187649
8,"guerre",1966,1,"société",13187649
1,"guerre",1966,1,"sport",13187649
16,"guerre",1966,1,"économie",13187649
63,"guerre",1966,2,"culture",13187649
13,"guerre",1966,2,"inclassable",13187649
414,"guerre",1966,2,"international",13187649
66,"guerre",1966,2,"politique",13187649
3,"guerre",1966,2,"science/technologie",13187649
16,"guerre",1966,2,"société",13187649
17,"guerre",1966,2,"économie",13187649
92,"guerre",1966,3,"culture",13187649
23,"guerre",1966,3,"inclassable",13187649
403,"guerre",1966,3,"international",13187649
68,"guerre",1966,3,"politique",13187649
2,"guerre",1966,3,"science/technologie",13187649
30,"guerre",1966,3,"société",13187649
1,"guerre",1966,3,"sport",13187649
6,"guerre",1966,3,"économie",13187649
111,"guerre",1966,4,"culture",13187649
5,"guerre",1966,4,"inclassable",13187649
325,"guerre",1966,4,"international",13187649
173,"guerre",1966,4,"politique",13187649
4,"guerre",1966,4,"science/technologie",13187649
21,"guerre",1966,4,"société",13187649
1,"guerre",1966,4,"sport",13187649
16,"guerre",1966,4,"économie",13187649
90,"guerre",1966,5,"culture",13187649
46,"guerre",1966,5,"inclassable",13187649
270,"guerre",1966,5,"international",13187649
78,"guerre",1966,5,"politique",13187649
2,"guerre",1966,5,"science/technologie",13187649
24,"guerre",1966,5,"société",13187649
3,"guerre",1966,5,"sport",13187649
13,"guerre",1966,5,"économie",13187649
59,"guerre",1966,6,"culture",13187649
19,"guerre",1966,6,"inclassable",13187649
279,"guerre",1966,6,"international",13187649
67,"guerre",1966,6,"politique",13187649
10,"guerre",1966,6,"science/technologie",13187649
26,"guerre",1966,6,"société",13187649
3,"guerre",1966,6,"sport",13187649
21,"guerre",1966,6,"économie",13187649
92,"guerre",1966,7,"culture",13187649
15,"guerre",1966,7,"inclassable",13187649
478,"guerre",1966,7,"international",13187649
36,"guerre",1966,7,"politique",13187649
10,"guerre",1966,7,"science/technologie",13187649
22,"guerre",1966,7,"société",13187649
2,"guerre",1966,7,"sport",13187649
12,"guerre",1966,7,"économie",13187649
63,"guerre",1966,8,"culture",13187649
10,"guerre",1966,8,"inclassable",13187649
539,"guerre",1966,8,"international",13187649
35,"guerre",1966,8,"politique",13187649
5,"guerre",1966,8,"science/technologie",13187649
24,"guerre",1966,8,"société",13187649
5,"guerre",1966,8,"sport",13187649
19,"guerre",1966,8,"économie",13187649
84,"guerre",1966,9,"culture",13187649
21,"guerre",1966,9,"inclassable",13187649
448,"guerre",1966,9,"international",13187649
63,"guerre",1966,9,"politique",13187649
8,"guerre",1966,9,"science/technologie",13187649
15,"guerre",1966,9,"société",13187649
2,"guerre",1966,9,"sport",13187649
9,"guerre",1966,9,"économie",13187649
106,"guerre",1966,10,"culture",13187649
14,"guerre",1966,10,"inclassable",13187649
377,"guerre",1966,10,"international",13187649
93,"guerre",1966,10,"politique",13187649
4,"guerre",1966,10,"science/technologie",13187649
13,"guerre",1966,10,"société",13187649
1,"guerre",1966,10,"sport",13187649
11,"guerre",1966,10,"économie",13187649
74,"guerre",1966,11,"culture",13187649
23,"guerre",1966,11,"inclassable",13187649
345,"guerre",1966,11,"international",13187649
80,"guerre",1966,11,"politique",13187649
17,"guerre",1966,11,"science/technologie",13187649
23,"guerre",1966,11,"société",13187649
2,"guerre",1966,11,"sport",13187649
13,"guerre",1966,11,"économie",13187649
122,"guerre",1966,12,"culture",13187649
28,"guerre",1966,12,"inclassable",13187649
427,"guerre",1966,12,"international",13187649
56,"guerre",1966,12,"politique",13187649
2,"guerre",1966,12,"science/technologie",13187649
15,"guerre",1966,12,"société",13187649
18,"guerre",1966,12,"économie",13187649
155,"guerre",1967,1,"culture",14905583
23,"guerre",1967,1,"inclassable",14905583
396,"guerre",1967,1,"international",14905583
110,"guerre",1967,1,"politique",14905583
4,"guerre",1967,1,"science/technologie",14905583
20,"guerre",1967,1,"société",14905583
3,"guerre",1967,1,"sport",14905583
15,"guerre",1967,1,"économie",14905583
136,"guerre",1967,2,"culture",14905583
15,"guerre",1967,2,"inclassable",14905583
272,"guerre",1967,2,"international",14905583
77,"guerre",1967,2,"politique",14905583
6,"guerre",1967,2,"science/technologie",14905583
12,"guerre",1967,2,"société",14905583
1,"guerre",1967,2,"sport",14905583
20,"guerre",1967,2,"économie",14905583
114,"guerre",1967,3,"culture",14905583
5,"guerre",1967,3,"inclassable",14905583
395,"guerre",1967,3,"international",14905583
59,"guerre",1967,3,"politique",14905583
9,"guerre",1967,3,"science/technologie",14905583
31,"guerre",1967,3,"société",14905583
3,"guerre",1967,3,"sport",14905583
14,"guerre",1967,3,"économie",14905583
163,"guerre",1967,4,"culture",14905583
21,"guerre",1967,4,"inclassable",14905583
352,"guerre",1967,4,"international",14905583
87,"guerre",1967,4,"politique",14905583
11,"guerre",1967,4,"science/technologie",14905583
17,"guerre",1967,4,"société",14905583
1,"guerre",1967,4,"sport",14905583
10,"guerre",1967,4,"économie",14905583
120,"guerre",1967,5,"culture",14905583
50,"guerre",1967,5,"inclassable",14905583
569,"guerre",1967,5,"international",14905583
55,"guerre",1967,5,"politique",14905583
8,"guerre",1967,5,"science/technologie",14905583
26,"guerre",1967,5,"société",14905583
7,"guerre",1967,5,"sport",14905583
17,"guerre",1967,5,"économie",14905583
134,"guerre",1967,6,"culture",14905583
41,"guerre",1967,6,"inclassable",14905583
754,"guerre",1967,6,"international",14905583
122,"guerre",1967,6,"politique",14905583
4,"guerre",1967,6,"science/technologie",14905583
29,"guerre",1967,6,"société",14905583
14,"guerre",1967,6,"sport",14905583
5,"guerre",1967,6,"économie",14905583
98,"guerre",1967,7,"culture",14905583
25,"guerre",1967,7,"inclassable",14905583
487,"guerre",1967,7,"international",14905583
62,"guerre",1967,7,"politique",14905583
3,"guerre",1967,7,"science/technologie",14905583
20,"guerre",1967,7,"société",14905583
4,"guerre",1967,7,"sport",14905583
14,"guerre",1967,7,"économie",14905583
117,"guerre",1967,8,"culture",14905583
32,"guerre",1967,8,"inclassable",14905583
518,"guerre",1967,8,"international",14905583
61,"guerre",1967,8,"politique",14905583
1,"guerre",1967,8,"science/technologie",14905583
13,"guerre",1967,8,"société",14905583
4,"guerre",1967,8,"sport",14905583
11,"guerre",1967,8,"économie",14905583
145,"guerre",1967,9,"culture",14905583
20,"guerre",1967,9,"inclassable",14905583
515,"guerre",1967,9,"international",14905583
65,"guerre",1967,9,"politique",14905583
7,"guerre",1967,9,"science/technologie",14905583
26,"guerre",1967,9,"société",14905583
1,"guerre",1967,9,"sport",14905583
9,"guerre",1967,9,"économie",14905583
174,"guerre",1967,10,"culture",14905583
17,"guerre",1967,10,"inclassable",14905583
482,"guerre",1967,10,"international",14905583
50,"guerre",1967,10,"politique",14905583
29,"guerre",1967,10,"science/technologie",14905583
23,"guerre",1967,10,"société",14905583
5,"guerre",1967,10,"sport",14905583
9,"guerre",1967,10,"économie",14905583
136,"guerre",1967,11,"culture",14905583
39,"guerre",1967,11,"inclassable",14905583
472,"guerre",1967,11,"international",14905583
49,"guerre",1967,11,"politique",14905583
12,"guerre",1967,11,"science/technologie",14905583
18,"guerre",1967,11,"société",14905583
2,"guerre",1967,11,"sport",14905583
12,"guerre",1967,11,"économie",14905583
185,"guerre",1967,12,"culture",14905583
25,"guerre",1967,12,"inclassable",14905583
465,"guerre",1967,12,"international",14905583
41,"guerre",1967,12,"politique",14905583
10,"guerre",1967,12,"science/technologie",14905583
14,"guerre",1967,12,"société",14905583
3,"guerre",1967,12,"sport",14905583
16,"guerre",1967,12,"économie",14905583
137,"guerre",1968,1,"culture",16097407
43,"guerre",1968,1,"inclassable",16097407
474,"guerre",1968,1,"international",16097407
32,"guerre",1968,1,"politique",16097407
8,"guerre",1968,1,"science/technologie",16097407
26,"guerre",1968,1,"société",16097407
1,"guerre",1968,1,"sport",16097407
12,"guerre",1968,1,"économie",16097407
195,"guerre",1968,2,"culture",16097407
24,"guerre",1968,2,"inclassable",16097407
529,"guerre",1968,2,"international",16097407
48,"guerre",1968,2,"politique",16097407
2,"guerre",1968,2,"science/technologie",16097407
25,"guerre",1968,2,"société",16097407
4,"guerre",1968,2,"sport",16097407
21,"guerre",1968,2,"économie",16097407
131,"guerre",1968,3,"culture",16097407
20,"guerre",1968,3,"inclassable",16097407
508,"guerre",1968,3,"international",16097407
70,"guerre",1968,3,"politique",16097407
8,"guerre",1968,3,"science/technologie",16097407
17,"guerre",1968,3,"société",16097407
2,"guerre",1968,3,"sport",16097407
26,"guerre",1968,3,"économie",16097407
151,"guerre",1968,4,"culture",16097407
23,"guerre",1968,4,"inclassable",16097407
535,"guerre",1968,4,"international",16097407
58,"guerre",1968,4,"politique",16097407
10,"guerre",1968,4,"science/technologie",16097407
29,"guerre",1968,4,"société",16097407
3,"guerre",1968,4,"sport",16097407
15,"guerre",1968,4,"économie",16097407
88,"guerre",1968,5,"culture",16097407
9,"guerre",1968,5,"inclassable",16097407
312,"guerre",1968,5,"international",16097407
77,"guerre",1968,5,"politique",16097407
1,"guerre",1968,5,"science/technologie",16097407
50,"guerre",1968,5,"société",16097407
2,"guerre",1968,5,"sport",16097407
10,"guerre",1968,5,"économie",16097407
76,"guerre",1968,6,"culture",16097407
5,"guerre",1968,6,"inclassable",16097407
216,"guerre",1968,6,"international",16097407
170,"guerre",1968,6,"politique",16097407
30,"guerre",1968,6,"société",16097407
3,"guerre",1968,6,"sport",16097407
17,"guerre",1968,6,"économie",16097407
87,"guerre",1968,7,"culture",16097407
21,"guerre",1968,7,"inclassable",16097407
358,"guerre",1968,7,"international",16097407
72,"guerre",1968,7,"politique",16097407
4,"guerre",1968,7,"science/technologie",16097407
24,"guerre",1968,7,"société",16097407
3,"guerre",1968,7,"sport",16097407
9,"guerre",1968,7,"économie",16097407
83,"guerre",1968,8,"culture",16097407
8,"guerre",1968,8,"inclassable",16097407
406,"guerre",1968,8,"international",16097407
34,"guerre",1968,8,"politique",16097407
9,"guerre",1968,8,"science/technologie",16097407
9,"guerre",1968,8,"société",16097407
8,"guerre",1968,8,"sport",16097407
8,"guerre",1968,8,"économie",16097407
96,"guerre",1968,9,"culture",16097407
14,"guerre",1968,9,"inclassable",16097407
468,"guerre",1968,9,"international",16097407
59,"guerre",1968,9,"politique",16097407
14,"guerre",1968,9,"science/technologie",16097407
17,"guerre",1968,9,"société",16097407
3,"guerre",1968,9,"sport",16097407
11,"guerre",1968,9,"économie",16097407
110,"guerre",1968,10,"culture",16097407
11,"guerre",1968,10,"inclassable",16097407
391,"guerre",1968,10,"international",16097407
64,"guerre",1968,10,"politique",16097407
9,"guerre",1968,10,"science/technologie",16097407
13,"guerre",1968,10,"société",16097407
4,"guerre",1968,10,"sport",16097407
11,"guerre",1968,10,"économie",16097407
193,"guerre",1968,11,"culture",16097407
14,"guerre",1968,11,"inclassable",16097407
425,"guerre",1968,11,"international",16097407
123,"guerre",1968,11,"politique",16097407
36,"guerre",1968,11,"société",16097407
1,"guerre",1968,11,"sport",16097407
22,"guerre",1968,11,"économie",16097407
124,"guerre",1968,12,"culture",16097407
21,"guerre",1968,12,"inclassable",16097407
436,"guerre",1968,12,"international",16097407
55,"guerre",1968,12,"politique",16097407
11,"guerre",1968,12,"science/technologie",16097407
44,"guerre",1968,12,"société",16097407
2,"guerre",1968,12,"sport",16097407
23,"guerre",1968,12,"économie",16097407
153,"guerre",1969,1,"culture",17508776
12,"guerre",1969,1,"inclassable",17508776
491,"guerre",1969,1,"international",17508776
96,"guerre",1969,1,"politique",17508776
3,"guerre",1969,1,"science/technologie",17508776
42,"guerre",1969,1,"société",17508776
8,"guerre",1969,1,"sport",17508776
20,"guerre",1969,1,"économie",17508776
170,"guerre",1969,2,"culture",17508776
22,"guerre",1969,2,"inclassable",17508776
333,"guerre",1969,2,"international",17508776
37,"guerre",1969,2,"politique",17508776
1,"guerre",1969,2,"science/technologie",17508776
11,"guerre",1969,2,"société",17508776
2,"guerre",1969,2,"sport",17508776
8,"guerre",1969,2,"économie",17508776
137,"guerre",1969,3,"culture",17508776
17,"guerre",1969,3,"inclassable",17508776
437,"guerre",1969,3,"international",17508776
57,"guerre",1969,3,"politique",17508776
3,"guerre",1969,3,"science/technologie",17508776
19,"guerre",1969,3,"société",17508776
6,"guerre",1969,3,"sport",17508776
6,"guerre",1969,3,"économie",17508776
109,"guerre",1969,4,"culture",17508776
30,"guerre",1969,4,"inclassable",17508776
410,"guerre",1969,4,"international",17508776
81,"guerre",1969,4,"politique",17508776
7,"guerre",1969,4,"science/technologie",17508776
30,"guerre",1969,4,"société",17508776
2,"guerre",1969,4,"sport",17508776
18,"guerre",1969,4,"économie",17508776
168,"guerre",1969,5,"culture",17508776
21,"guerre",1969,5,"inclassable",17508776
322,"guerre",1969,5,"international",17508776
79,"guerre",1969,5,"politique",17508776
4,"guerre",1969,5,"science/technologie",17508776
23,"guerre",1969,5,"société",17508776
2,"guerre",1969,5,"sport",17508776
11,"guerre",1969,5,"économie",17508776
111,"guerre",1969,6,"culture",17508776
11,"guerre",1969,6,"inclassable",17508776
308,"guerre",1969,6,"international",17508776
72,"guerre",1969,6,"politique",17508776
2,"guerre",1969,6,"science/technologie",17508776
16,"guerre",1969,6,"société",17508776
5,"guerre",1969,6,"sport",17508776
13,"guerre",1969,6,"économie",17508776
138,"guerre",1969,7,"culture",17508776
24,"guerre",1969,7,"inclassable",17508776
408,"guerre",1969,7,"international",17508776
45,"guerre",1969,7,"politique",17508776
14,"guerre",1969,7,"science/technologie",17508776
18,"guerre",1969,7,"société",17508776
4,"guerre",1969,7,"sport",17508776
10,"guerre",1969,7,"économie",17508776
135,"guerre",1969,8,"culture",17508776
41,"guerre",1969,8,"inclassable",17508776
420,"guerre",1969,8,"international",17508776
46,"guerre",1969,8,"politique",17508776
10,"guerre",1969,8,"science/technologie",17508776
26,"guerre",1969,8,"société",17508776
2,"guerre",1969,8,"sport",17508776
4,"guerre",1969,8,"économie",17508776
133,"guerre",1969,9,"culture",17508776
21,"guerre",1969,9,"inclassable",17508776
400,"guerre",1969,9,"international",17508776
32,"guerre",1969,9,"politique",17508776
2,"guerre",1969,9,"science/technologie",17508776
12,"guerre",1969,9,"société",17508776
13,"guerre",1969,9,"économie",17508776
124,"guerre",1969,10,"culture",17508776
20,"guerre",1969,10,"inclassable",17508776
376,"guerre",1969,10,"international",17508776
39,"guerre",1969,10,"politique",17508776
13,"guerre",1969,10,"science/technologie",17508776
24,"guerre",1969,10,"société",17508776
2,"guerre",1969,10,"sport",17508776
17,"guerre",1969,10,"économie",17508776
130,"guerre",1969,11,"culture",17508776
12,"guerre",1969,11,"inclassable",17508776
462,"guerre",1969,11,"international",17508776
97,"guerre",1969,11,"politique",17508776
3,"guerre",1969,11,"science/technologie",17508776
22,"guerre",1969,11,"société",17508776
2,"guerre",1969,11,"sport",17508776
13,"guerre",1969,11,"économie",17508776
126,"guerre",1969,12,"culture",17508776
22,"guerre",1969,12,"inclassable",17508776
485,"guerre",1969,12,"international",17508776
65,"guerre",1969,12,"politique",17508776
4,"guerre",1969,12,"science/technologie",17508776
