"n","gram","annee","mois","rubrique","total"
16,"paix",1966,8,"culture",13187649
6,"paix",1966,8,"inclassable",13187649
226,"paix",1966,8,"international",13187649
26,"paix",1966,8,"politique",13187649
5,"paix",1966,8,"société",13187649
32,"paix",1966,9,"culture",13187649
6,"paix",1966,9,"inclassable",13187649
325,"paix",1966,9,"international",13187649
47,"paix",1966,9,"politique",13187649
3,"paix",1966,9,"société",13187649
1,"paix",1966,9,"économie",13187649
38,"paix",1966,10,"culture",13187649
5,"paix",1966,10,"inclassable",13187649
262,"paix",1966,10,"international",13187649
74,"paix",1966,10,"politique",13187649
2,"paix",1966,10,"science/technologie",13187649
14,"paix",1966,10,"société",13187649
25,"paix",1966,11,"culture",13187649
3,"paix",1966,11,"inclassable",13187649
173,"paix",1966,11,"international",13187649
30,"paix",1966,11,"politique",13187649
4,"paix",1966,11,"science/technologie",13187649
3,"paix",1966,11,"société",13187649
4,"paix",1966,11,"économie",13187649
21,"paix",1966,12,"culture",13187649
19,"paix",1966,12,"inclassable",13187649
336,"paix",1966,12,"international",13187649
50,"paix",1966,12,"politique",13187649
28,"paix",1966,12,"société",13187649
1,"paix",1966,12,"économie",13187649
15,"paix",1967,1,"culture",14905583
3,"paix",1967,1,"inclassable",14905583
216,"paix",1967,1,"international",14905583
82,"paix",1967,1,"politique",14905583
8,"paix",1967,1,"société",14905583
1,"paix",1967,1,"sport",14905583
1,"paix",1967,1,"économie",14905583
36,"paix",1967,2,"culture",14905583
7,"paix",1967,2,"inclassable",14905583
188,"paix",1967,2,"international",14905583
36,"paix",1967,2,"politique",14905583
10,"paix",1967,2,"société",14905583
1,"paix",1967,2,"économie",14905583
36,"paix",1967,3,"culture",14905583
6,"paix",1967,3,"inclassable",14905583
195,"paix",1967,3,"international",14905583
60,"paix",1967,3,"politique",14905583
3,"paix",1967,3,"science/technologie",14905583
12,"paix",1967,3,"société",14905583
4,"paix",1967,3,"économie",14905583
26,"paix",1967,4,"culture",14905583
3,"paix",1967,4,"inclassable",14905583
185,"paix",1967,4,"international",14905583
33,"paix",1967,4,"politique",14905583
4,"paix",1967,4,"science/technologie",14905583
21,"paix",1967,4,"société",14905583
2,"paix",1967,4,"économie",14905583
44,"paix",1967,5,"culture",14905583
3,"paix",1967,5,"inclassable",14905583
307,"paix",1967,5,"international",14905583
45,"paix",1967,5,"politique",14905583
1,"paix",1967,5,"science/technologie",14905583
7,"paix",1967,5,"société",14905583
3,"paix",1967,5,"économie",14905583
46,"paix",1967,6,"culture",14905583
21,"paix",1967,6,"inclassable",14905583
524,"paix",1967,6,"international",14905583
86,"paix",1967,6,"politique",14905583
24,"paix",1967,6,"société",14905583
26,"paix",1967,7,"culture",14905583
4,"paix",1967,7,"inclassable",14905583
311,"paix",1967,7,"international",14905583
51,"paix",1967,7,"politique",14905583
2,"paix",1967,7,"science/technologie",14905583
14,"paix",1967,7,"société",14905583
1,"paix",1967,7,"sport",14905583
35,"paix",1967,8,"culture",14905583
5,"paix",1967,8,"inclassable",14905583
225,"paix",1967,8,"international",14905583
60,"paix",1967,8,"politique",14905583
3,"paix",1967,8,"société",14905583
40,"paix",1967,9,"culture",14905583
3,"paix",1967,9,"inclassable",14905583
313,"paix",1967,9,"international",14905583
30,"paix",1967,9,"politique",14905583
2,"paix",1967,9,"science/technologie",14905583
9,"paix",1967,9,"société",14905583
3,"paix",1967,9,"sport",14905583
1,"paix",1967,9,"économie",14905583
30,"paix",1967,10,"culture",14905583
4,"paix",1967,10,"inclassable",14905583
250,"paix",1967,10,"international",14905583
40,"paix",1967,10,"politique",14905583
5,"paix",1967,10,"science/technologie",14905583
7,"paix",1967,10,"société",14905583
31,"paix",1967,11,"culture",14905583
6,"paix",1967,11,"inclassable",14905583
268,"paix",1967,11,"international",14905583
41,"paix",1967,11,"politique",14905583
2,"paix",1967,11,"science/technologie",14905583
15,"paix",1967,11,"société",14905583
1,"paix",1967,11,"sport",14905583
1,"paix",1967,11,"économie",14905583
108,"paix",1967,12,"culture",14905583
5,"paix",1967,12,"inclassable",14905583
241,"paix",1967,12,"international",14905583
38,"paix",1967,12,"politique",14905583
1,"paix",1967,12,"science/technologie",14905583
5,"paix",1967,12,"société",14905583
1,"paix",1967,12,"économie",14905583
24,"paix",1968,1,"culture",16097407
8,"paix",1968,1,"inclassable",16097407
220,"paix",1968,1,"international",16097407
20,"paix",1968,1,"politique",16097407
14,"paix",1968,1,"société",16097407
1,"paix",1968,1,"économie",16097407
22,"paix",1968,2,"culture",16097407
11,"paix",1968,2,"inclassable",16097407
216,"paix",1968,2,"international",16097407
29,"paix",1968,2,"politique",16097407
13,"paix",1968,2,"société",16097407
4,"paix",1968,2,"sport",16097407
26,"paix",1968,3,"culture",16097407
2,"paix",1968,3,"inclassable",16097407
247,"paix",1968,3,"international",16097407
38,"paix",1968,3,"politique",16097407
2,"paix",1968,3,"science/technologie",16097407
17,"paix",1968,3,"société",16097407
1,"paix",1968,3,"sport",16097407
34,"paix",1968,4,"culture",16097407
6,"paix",1968,4,"inclassable",16097407
434,"paix",1968,4,"international",16097407
35,"paix",1968,4,"politique",16097407
1,"paix",1968,4,"science/technologie",16097407
17,"paix",1968,4,"société",16097407
1,"paix",1968,4,"sport",16097407
4,"paix",1968,4,"économie",16097407
17,"paix",1968,5,"culture",16097407
4,"paix",1968,5,"inclassable",16097407
283,"paix",1968,5,"international",16097407
81,"paix",1968,5,"politique",16097407
1,"paix",1968,5,"science/technologie",16097407
52,"paix",1968,5,"société",16097407
2,"paix",1968,5,"sport",16097407
4,"paix",1968,5,"économie",16097407
11,"paix",1968,6,"culture",16097407
90,"paix",1968,6,"international",16097407
63,"paix",1968,6,"politique",16097407
24,"paix",1968,6,"société",16097407
4,"paix",1968,6,"économie",16097407
28,"paix",1968,7,"culture",16097407
7,"paix",1968,7,"inclassable",16097407
201,"paix",1968,7,"international",16097407
49,"paix",1968,7,"politique",16097407
21,"paix",1968,7,"société",16097407
1,"paix",1968,7,"sport",16097407
3,"paix",1968,7,"économie",16097407
20,"paix",1968,8,"culture",16097407
5,"paix",1968,8,"inclassable",16097407
285,"paix",1968,8,"international",16097407
36,"paix",1968,8,"politique",16097407
6,"paix",1968,8,"science/technologie",16097407
4,"paix",1968,8,"société",16097407
17,"paix",1968,9,"culture",16097407
2,"paix",1968,9,"inclassable",16097407
258,"paix",1968,9,"international",16097407
60,"paix",1968,9,"politique",16097407
1,"paix",1968,9,"science/technologie",16097407
8,"paix",1968,9,"société",16097407
1,"paix",1968,9,"sport",16097407
1,"paix",1968,9,"économie",16097407
36,"paix",1968,10,"culture",16097407
4,"paix",1968,10,"inclassable",16097407
272,"paix",1968,10,"international",16097407
37,"paix",1968,10,"politique",16097407
6,"paix",1968,10,"société",16097407
2,"paix",1968,10,"sport",16097407
3,"paix",1968,10,"économie",16097407
27,"paix",1968,11,"culture",16097407
4,"paix",1968,11,"inclassable",16097407
366,"paix",1968,11,"international",16097407
47,"paix",1968,11,"politique",16097407
1,"paix",1968,11,"science/technologie",16097407
22,"paix",1968,11,"société",16097407
2,"paix",1968,11,"sport",16097407
8,"paix",1968,11,"économie",16097407
41,"paix",1968,12,"culture",16097407
6,"paix",1968,12,"inclassable",16097407
297,"paix",1968,12,"international",16097407
43,"paix",1968,12,"politique",16097407
1,"paix",1968,12,"science/technologie",16097407
13,"paix",1968,12,"société",16097407
3,"paix",1968,12,"économie",16097407
53,"paix",1969,1,"culture",17508776
3,"paix",1969,1,"inclassable",17508776
457,"paix",1969,1,"international",17508776
91,"paix",1969,1,"politique",17508776
13,"paix",1969,1,"société",17508776
1,"paix",1969,1,"sport",17508776
3,"paix",1969,1,"économie",17508776
36,"paix",1969,2,"culture",17508776
10,"paix",1969,2,"inclassable",17508776
294,"paix",1969,2,"international",17508776
42,"paix",1969,2,"politique",17508776
12,"paix",1969,2,"société",17508776
1,"paix",1969,2,"économie",17508776
31,"paix",1969,3,"culture",17508776
3,"paix",1969,3,"inclassable",17508776
267,"paix",1969,3,"international",17508776
51,"paix",1969,3,"politique",17508776
25,"paix",1969,3,"société",17508776
1,"paix",1969,3,"sport",17508776
3,"paix",1969,3,"économie",17508776
24,"paix",1969,4,"culture",17508776
2,"paix",1969,4,"inclassable",17508776
255,"paix",1969,4,"international",17508776
45,"paix",1969,4,"politique",17508776
1,"paix",1969,4,"science/technologie",17508776
4,"paix",1969,4,"société",17508776
1,"paix",1969,4,"économie",17508776
21,"paix",1969,5,"culture",17508776
5,"paix",1969,5,"inclassable",17508776
260,"paix",1969,5,"international",17508776
72,"paix",1969,5,"politique",17508776
21,"paix",1969,5,"société",17508776
4,"paix",1969,5,"sport",17508776
2,"paix",1969,5,"économie",17508776
21,"paix",1969,6,"culture",17508776
8,"paix",1969,6,"inclassable",17508776
240,"paix",1969,6,"international",17508776
60,"paix",1969,6,"politique",17508776
11,"paix",1969,6,"société",17508776
1,"paix",1969,6,"économie",17508776
33,"paix",1969,7,"culture",17508776
2,"paix",1969,7,"inclassable",17508776
213,"paix",1969,7,"international",17508776
36,"paix",1969,7,"politique",17508776
2,"paix",1969,7,"science/technologie",17508776
13,"paix",1969,7,"société",17508776
1,"paix",1969,7,"économie",17508776
34,"paix",1969,8,"culture",17508776
8,"paix",1969,8,"inclassable",17508776
217,"paix",1969,8,"international",17508776
18,"paix",1969,8,"politique",17508776
4,"paix",1969,8,"science/technologie",17508776
16,"paix",1969,8,"société",17508776
6,"paix",1969,8,"économie",17508776
32,"paix",1969,9,"culture",17508776
1,"paix",1969,9,"inclassable",17508776
162,"paix",1969,9,"international",17508776
20,"paix",1969,9,"politique",17508776
26,"paix",1969,9,"société",17508776
1,"paix",1969,9,"économie",17508776
21,"paix",1969,10,"culture",17508776
4,"paix",1969,10,"inclassable",17508776
199,"paix",1969,10,"international",17508776
29,"paix",1969,10,"politique",17508776
1,"paix",1969,10,"science/technologie",17508776
10,"paix",1969,10,"société",17508776
4,"paix",1969,10,"économie",17508776
25,"paix",1969,11,"culture",17508776
6,"paix",1969,11,"inclassable",17508776
240,"paix",1969,11,"international",17508776
73,"paix",1969,11,"politique",17508776
1,"paix",1969,11,"science/technologie",17508776
19,"paix",1969,11,"société",17508776
2,"paix",1969,11,"sport",17508776
5,"paix",1969,11,"économie",17508776
45,"paix",1969,12,"culture",17508776
9,"paix",1969,12,"inclassable",17508776
252,"paix",1969,12,"international",17508776
33,"paix",1969,12,"politique",17508776
11,"paix",1969,12,"société",17508776
1,"paix",1969,12,"sport",17508776
2,"paix",1969,12,"économie",17508776
33,"paix",1970,1,"culture",18078074
14,"paix",1970,1,"inclassable",18078074
297,"paix",1970,1,"international",18078074
83,"paix",1970,1,"politique",18078074
1,"paix",1970,1,"science/technologie",18078074
13,"paix",1970,1,"société",18078074
6,"paix",1970,1,"économie",18078074
13,"paix",1970,2,"culture",18078074
3,"paix",1970,2,"inclassable",18078074
256,"paix",1970,2,"international",18078074
41,"paix",1970,2,"politique",18078074
16,"paix",1970,2,"société",18078074
1,"paix",1970,2,"sport",18078074
30,"paix",1970,3,"culture",18078074
2,"paix",1970,3,"inclassable",18078074
158,"paix",1970,3,"international",18078074
29,"paix",1970,3,"politique",18078074
1,"paix",1970,3,"science/technologie",18078074
31,"paix",1970,3,"société",18078074
2,"paix",1970,3,"sport",18078074
4,"paix",1970,3,"économie",18078074
58,"paix",1970,4,"culture",18078074
1,"paix",1970,4,"inclassable",18078074
267,"paix",1970,4,"international",18078074
55,"paix",1970,4,"politique",18078074
1,"paix",1970,4,"science/technologie",18078074
26,"paix",1970,4,"société",18078074
19,"paix",1970,5,"culture",18078074
4,"paix",1970,5,"inclassable",18078074
294,"paix",1970,5,"international",18078074
53,"paix",1970,5,"politique",18078074
4,"paix",1970,5,"science/technologie",18078074
33,"paix",1970,5,"société",18078074
9,"paix",1970,5,"sport",18078074
1,"paix",1970,5,"économie",18078074
29,"paix",1970,6,"culture",18078074
2,"paix",1970,6,"inclassable",18078074
222,"paix",1970,6,"international",18078074
79,"paix",1970,6,"politique",18078074
31,"paix",1970,6,"société",18078074
2,"paix",1970,6,"économie",18078074
25,"paix",1970,7,"culture",18078074
4,"paix",1970,7,"inclassable",18078074
293,"paix",1970,7,"international",18078074
50,"paix",1970,7,"politique",18078074
14,"paix",1970,7,"société",18078074
3,"paix",1970,7,"sport",18078074
30,"paix",1970,8,"culture",18078074
10,"paix",1970,8,"inclassable",18078074
487,"paix",1970,8,"international",18078074
20,"paix",1970,8,"politique",18078074
1,"paix",1970,8,"science/technologie",18078074
14,"paix",1970,8,"société",18078074
2,"paix",1970,8,"économie",18078074
28,"paix",1970,9,"culture",18078074
3,"paix",1970,9,"inclassable",18078074
316,"paix",1970,9,"international",18078074
39,"paix",1970,9,"politique",18078074
2,"paix",1970,9,"science/technologie",18078074
13,"paix",1970,9,"société",18078074
4,"paix",1970,9,"économie",18078074
39,"paix",1970,10,"culture",18078074
418,"paix",1970,10,"international",18078074
72,"paix",1970,10,"politique",18078074
8,"paix",1970,10,"science/technologie",18078074
19,"paix",1970,10,"société",18078074
3,"paix",1970,10,"sport",18078074
33,"paix",1970,11,"culture",18078074
2,"paix",1970,11,"inclassable",18078074
277,"paix",1970,11,"international",18078074
68,"paix",1970,11,"politique",18078074
18,"paix",1970,11,"société",18078074
6,"paix",1970,11,"économie",18078074
35,"paix",1970,12,"culture",18078074
4,"paix",1970,12,"inclassable",18078074
265,"paix",1970,12,"international",18078074
36,"paix",1970,12,"politique",18078074
1,"paix",1970,12,"science/technologie",18078074
18,"paix",1970,12,"société",18078074
1,"paix",1970,12,"sport",18078074
3,"paix",1970,12,"économie",18078074
28,"paix",1971,1,"culture",17498185
2,"paix",1971,1,"inclassable",17498185
356,"paix",1971,1,"international",17498185
41,"paix",1971,1,"politique",17498185
1,"paix",1971,1,"science/technologie",17498185
14,"paix",1971,1,"société",17498185
1,"paix",1971,1,"sport",17498185
3,"paix",1971,1,"économie",17498185
14,"paix",1971,2,"culture",17498185
3,"paix",1971,2,"inclassable",17498185
233,"paix",1971,2,"international",17498185
36,"paix",1971,2,"politique",17498185
37,"paix",1971,2,"société",17498185
1,"paix",1971,2,"sport",17498185
3,"paix",1971,2,"économie",17498185
14,"paix",1971,3,"culture",17498185
3,"paix",1971,3,"inclassable",17498185
313,"paix",1971,3,"international",17498185
33,"paix",1971,3,"politique",17498185
37,"paix",1971,3,"société",17498185
4,"paix",1971,3,"économie",17498185
35,"paix",1971,4,"culture",17498185
5,"paix",1971,4,"inclassable",17498185
274,"paix",1971,4,"international",17498185
37,"paix",1971,4,"politique",17498185
3,"paix",1971,4,"science/technologie",17498185
19,"paix",1971,4,"société",17498185
4,"paix",1971,4,"sport",17498185
5,"paix",1971,4,"économie",17498185
27,"paix",1971,5,"culture",17498185
3,"paix",1971,5,"inclassable",17498185
222,"paix",1971,5,"international",17498185
16,"paix",1971,5,"politique",17498185
39,"paix",1971,5,"société",17498185
11,"paix",1971,5,"sport",17498185
1,"paix",1971,5,"économie",17498185
41,"paix",1971,6,"culture",17498185
12,"paix",1971,6,"inclassable",17498185
166,"paix",1971,6,"international",17498185
48,"paix",1971,6,"politique",17498185
3,"paix",1971,6,"science/technologie",17498185
28,"paix",1971,6,"société",17498185
1,"paix",1971,6,"sport",17498185
1,"paix",1971,6,"économie",17498185
18,"paix",1971,7,"culture",17498185
9,"paix",1971,7,"inclassable",17498185
180,"paix",1971,7,"international",17498185
37,"paix",1971,7,"politique",17498185
1,"paix",1971,7,"science/technologie",17498185
19,"paix",1971,7,"société",17498185
3,"paix",1971,7,"sport",17498185
9,"paix",1971,8,"culture",17498185
1,"paix",1971,8,"inclassable",17498185
188,"paix",1971,8,"international",17498185
15,"paix",1971,8,"politique",17498185
16,"paix",1971,8,"société",17498185
17,"paix",1971,9,"culture",17498185
3,"paix",1971,9,"inclassable",17498185
156,"paix",1971,9,"international",17498185
37,"paix",1971,9,"politique",17498185
5,"paix",1971,9,"science/technologie",17498185
12,"paix",1971,9,"société",17498185
1,"paix",1971,9,"sport",17498185
1,"paix",1971,9,"économie",17498185
17,"paix",1971,10,"culture",17498185
5,"paix",1971,10,"inclassable",17498185
194,"paix",1971,10,"international",17498185
62,"paix",1971,10,"politique",17498185
26,"paix",1971,10,"société",17498185
2,"paix",1971,10,"économie",17498185
16,"paix",1971,11,"culture",17498185
6,"paix",1971,11,"inclassable",17498185
211,"paix",1971,11,"international",17498185
31,"paix",1971,11,"politique",17498185
1,"paix",1971,11,"science/technologie",17498185
19,"paix",1971,11,"société",17498185
1,"paix",1971,11,"sport",17498185
21,"paix",1971,12,"culture",17498185
7,"paix",1971,12,"inclassable",17498185
223,"paix",1971,12,"international",17498185
21,"paix",1971,12,"politique",17498185
13,"paix",1971,12,"société",17498185
1,"paix",1971,12,"économie",17498185
45,"paix",1972,1,"culture",15997629
4,"paix",1972,1,"inclassable",15997629
198,"paix",1972,1,"international",15997629
28,"paix",1972,1,"politique",15997629
1,"paix",1972,1,"science/technologie",15997629
16,"paix",1972,1,"société",15997629
3,"paix",1972,1,"économie",15997629
11,"paix",1972,2,"culture",15997629
6,"paix",1972,2,"inclassable",15997629
171,"paix",1972,2,"international",15997629
13,"paix",1972,2,"politique",15997629
10,"paix",1972,2,"société",15997629
3,"paix",1972,2,"sport",15997629
14,"paix",1972,3,"culture",15997629
2,"paix",1972,3,"inclassable",15997629
187,"paix",1972,3,"international",15997629
50,"paix",1972,3,"politique",15997629
1,"paix",1972,3,"science/technologie",15997629
22,"paix",1972,3,"société",15997629
38,"paix",1972,4,"culture",15997629
11,"paix",1972,4,"inclassable",15997629
150,"paix",1972,4,"international",15997629
49,"paix",1972,4,"politique",15997629
11,"paix",1972,4,"société",15997629
26,"paix",1972,5,"culture",15997629
3,"paix",1972,5,"inclassable",15997629
233,"paix",1972,5,"international",15997629
37,"paix",1972,5,"politique",15997629
4,"paix",1972,5,"science/technologie",15997629
6,"paix",1972,5,"société",15997629
11,"paix",1972,5,"économie",15997629
17,"paix",1972,6,"culture",15997629
2,"paix",1972,6,"inclassable",15997629
156,"paix",1972,6,"international",15997629
43,"paix",1972,6,"politique",15997629
1,"paix",1972,6,"science/technologie",15997629
18,"paix",1972,6,"société",15997629
3,"paix",1972,6,"sport",15997629
8,"paix",1972,6,"économie",15997629
20,"paix",1972,7,"culture",15997629
5,"paix",1972,7,"inclassable",15997629
219,"paix",1972,7,"international",15997629
26,"paix",1972,7,"politique",15997629
13,"paix",1972,7,"société",15997629
25,"paix",1972,8,"culture",15997629
17,"paix",1972,8,"inclassable",15997629
135,"paix",1972,8,"international",15997629
8,"paix",1972,8,"politique",15997629
1,"paix",1972,8,"science/technologie",15997629
9,"paix",1972,8,"société",15997629
2,"paix",1972,8,"sport",15997629
28,"paix",1972,9,"culture",15997629
7,"paix",1972,9,"inclassable",15997629
257,"paix",1972,9,"international",15997629
32,"paix",1972,9,"politique",15997629
1,"paix",1972,9,"science/technologie",15997629
14,"paix",1972,9,"société",15997629
5,"paix",1972,9,"sport",15997629
16,"paix",1972,10,"culture",15997629
8,"paix",1972,10,"inclassable",15997629
323,"paix",1972,10,"international",15997629
34,"paix",1972,10,"politique",15997629
1,"paix",1972,10,"science/technologie",15997629
18,"paix",1972,10,"société",15997629
7,"paix",1972,10,"économie",15997629
42,"paix",1972,11,"culture",15997629
28,"paix",1972,11,"inclassable",15997629
291,"paix",1972,11,"international",15997629
46,"paix",1972,11,"politique",15997629
17,"paix",1972,11,"société",15997629
1,"paix",1972,11,"économie",15997629
52,"paix",1972,12,"culture",15997629
23,"paix",1972,12,"inclassable",15997629
248,"paix",1972,12,"international",15997629
44,"paix",1972,12,"politique",15997629
5,"paix",1972,12,"science/technologie",15997629
14,"paix",1972,12,"société",15997629
1,"paix",1972,12,"sport",15997629
32,"paix",1973,1,"culture",17756730
17,"paix",1973,1,"inclassable",17756730
507,"paix",1973,1,"international",17756730
50,"paix",1973,1,"politique",17756730
17,"paix",1973,1,"société",17756730
21,"paix",1973,2,"culture",17756730
11,"paix",1973,2,"inclassable",17756730
228,"paix",1973,2,"international",17756730
45,"paix",1973,2,"politique",17756730
16,"paix",1973,2,"société",17756730
22,"paix",1973,3,"culture",17756730
7,"paix",1973,3,"inclassable",17756730
160,"paix",1973,3,"international",17756730
39,"paix",1973,3,"politique",17756730
20,"paix",1973,3,"société",17756730
1,"paix",1973,3,"sport",17756730
55,"paix",1973,4,"culture",17756730
3,"paix",1973,4,"inclassable",17756730
174,"paix",1973,4,"international",17756730
35,"paix",1973,4,"politique",17756730
1,"paix",1973,4,"science/technologie",17756730
21,"paix",1973,4,"société",17756730
1,"paix",1973,4,"économie",17756730
30,"paix",1973,5,"culture",17756730
3,"paix",1973,5,"inclassable",17756730
195,"paix",1973,5,"international",17756730
46,"paix",1973,5,"politique",17756730
2,"paix",1973,5,"science/technologie",17756730
32,"paix",1973,5,"société",17756730
4,"paix",1973,5,"sport",17756730
2,"paix",1973,5,"économie",17756730
18,"paix",1973,6,"culture",17756730
194,"paix",1973,6,"international",17756730
56,"paix",1973,6,"politique",17756730
1,"paix",1973,6,"science/technologie",17756730
21,"paix",1973,6,"société",17756730
1,"paix",1973,6,"sport",17756730
1,"paix",1973,6,"économie",17756730
39,"paix",1973,7,"culture",17756730
3,"paix",1973,7,"inclassable",17756730
154,"paix",1973,7,"international",17756730
93,"paix",1973,7,"politique",17756730
40,"paix",1973,7,"société",17756730
6,"paix",1973,7,"économie",17756730
46,"paix",1973,8,"culture",17756730
4,"paix",1973,8,"inclassable",17756730
108,"paix",1973,8,"international",17756730
20,"paix",1973,8,"politique",17756730
28,"paix",1973,8,"société",17756730
2,"paix",1973,8,"sport",17756730
4,"paix",1973,8,"économie",17756730
35,"paix",1973,9,"culture",17756730
3,"paix",1973,9,"inclassable",17756730
217,"paix",1973,9,"international",17756730
21,"paix",1973,9,"politique",17756730
4,"paix",1973,9,"science/technologie",17756730
18,"paix",1973,9,"société",17756730
2,"paix",1973,9,"sport",17756730
3,"paix",1973,9,"économie",17756730
26,"paix",1973,10,"culture",17756730
21,"paix",1973,10,"inclassable",17756730
511,"paix",1973,10,"international",17756730
51,"paix",1973,10,"politique",17756730
1,"paix",1973,10,"science/technologie",17756730
20,"paix",1973,10,"société",17756730
1,"paix",1973,10,"sport",17756730
4,"paix",1973,10,"économie",17756730
37,"paix",1973,11,"culture",17756730
7,"paix",1973,11,"inclassable",17756730
513,"paix",1973,11,"international",17756730
68,"paix",1973,11,"politique",17756730
18,"paix",1973,11,"société",17756730
5,"paix",1973,11,"économie",17756730
45,"paix",1973,12,"culture",17756730
2,"paix",1973,12,"inclassable",17756730
408,"paix",1973,12,"international",17756730
35,"paix",1973,12,"politique",17756730
3,"paix",1973,12,"science/technologie",17756730
27,"paix",1973,12,"société",17756730
6,"paix",1973,12,"économie",17756730
21,"paix",1974,1,"culture",17650825
4,"paix",1974,1,"inclassable",17650825
231,"paix",1974,1,"international",17650825
30,"paix",1974,1,"politique",17650825
36,"paix",1974,1,"société",17650825
9,"paix",1974,1,"économie",17650825
8,"paix",1974,2,"culture",17650825
3,"paix",1974,2,"inclassable",17650825
133,"paix",1974,2,"international",17650825
28,"paix",1974,2,"politique",17650825
19,"paix",1974,2,"société",17650825
16,"paix",1974,3,"culture",17650825
4,"paix",1974,3,"inclassable",17650825
155,"paix",1974,3,"international",17650825
46,"paix",1974,3,"politique",17650825
19,"paix",1974,3,"société",17650825
2,"paix",1974,3,"sport",17650825
4,"paix",1974,3,"économie",17650825
8,"paix",1974,4,"culture",17650825
2,"paix",1974,4,"inclassable",17650825
130,"paix",1974,4,"international",17650825
70,"paix",1974,4,"politique",17650825
19,"paix",1974,4,"société",17650825
1,"paix",1974,4,"sport",17650825
3,"paix",1974,4,"économie",17650825
21,"paix",1974,5,"culture",17650825
3,"paix",1974,5,"inclassable",17650825
160,"paix",1974,5,"international",17650825
79,"paix",1974,5,"politique",17650825
13,"paix",1974,5,"société",17650825
1,"paix",1974,5,"économie",17650825
36,"paix",1974,6,"culture",17650825
4,"paix",1974,6,"inclassable",17650825
200,"paix",1974,6,"international",17650825
51,"paix",1974,6,"politique",17650825
16,"paix",1974,6,"société",17650825
3,"paix",1974,6,"sport",17650825
3,"paix",1974,6,"économie",17650825
11,"paix",1974,7,"culture",17650825
2,"paix",1974,7,"inclassable",17650825
133,"paix",1974,7,"international",17650825
24,"paix",1974,7,"politique",17650825
16,"paix",1974,7,"société",17650825
3,"paix",1974,7,"sport",17650825
12,"paix",1974,8,"culture",17650825
8,"paix",1974,8,"inclassable",17650825
174,"paix",1974,8,"international",17650825
36,"paix",1974,8,"politique",17650825
11,"paix",1974,8,"société",17650825
24,"paix",1974,9,"culture",17650825
2,"paix",1974,9,"inclassable",17650825
87,"paix",1974,9,"international",17650825
23,"paix",1974,9,"politique",17650825
20,"paix",1974,9,"société",17650825
1,"paix",1974,9,"sport",17650825
1,"paix",1974,9,"économie",17650825
25,"paix",1974,10,"culture",17650825
4,"paix",1974,10,"inclassable",17650825
153,"paix",1974,10,"international",17650825
23,"paix",1974,10,"politique",17650825
4,"paix",1974,10,"science/technologie",17650825
17,"paix",1974,10,"société",17650825
1,"paix",1974,10,"sport",17650825
2,"paix",1974,10,"économie",17650825
28,"paix",1974,11,"culture",17650825
1,"paix",1974,11,"inclassable",17650825
160,"paix",1974,11,"international",17650825
37,"paix",1974,11,"politique",17650825
1,"paix",1974,11,"science/technologie",17650825
13,"paix",1974,11,"société",17650825
1,"paix",1974,11,"sport",17650825
40,"paix",1974,12,"culture",17650825
7,"paix",1974,12,"inclassable",17650825
186,"paix",1974,12,"international",17650825
35,"paix",1974,12,"politique",17650825
14,"paix",1974,12,"société",17650825
1,"paix",1974,12,"économie",17650825
38,"paix",1975,1,"culture",17149708
1,"paix",1975,1,"inclassable",17149708
219,"paix",1975,1,"international",17149708
46,"paix",1975,1,"politique",17149708
23,"paix",1975,1,"société",17149708
1,"paix",1975,1,"économie",17149708
24,"paix",1975,2,"culture",17149708
6,"paix",1975,2,"inclassable",17149708
195,"paix",1975,2,"international",17149708
13,"paix",1975,2,"politique",17149708
3,"paix",1975,2,"science/technologie",17149708
6,"paix",1975,2,"société",17149708
3,"paix",1975,2,"économie",17149708
31,"paix",1975,3,"culture",17149708
2,"paix",1975,3,"inclassable",17149708
163,"paix",1975,3,"international",17149708
29,"paix",1975,3,"politique",17149708
18,"paix",1975,3,"société",17149708
1,"paix",1975,3,"sport",17149708
1,"paix",1975,3,"économie",17149708
20,"paix",1975,4,"culture",17149708
3,"paix",1975,4,"inclassable",17149708
197,"paix",1975,4,"international",17149708
53,"paix",1975,4,"politique",17149708
1,"paix",1975,4,"science/technologie",17149708
14,"paix",1975,4,"société",17149708
5,"paix",1975,4,"économie",17149708
19,"paix",1975,5,"culture",17149708
5,"paix",1975,5,"inclassable",17149708
210,"paix",1975,5,"international",17149708
40,"paix",1975,5,"politique",17149708
36,"paix",1975,5,"société",17149708
2,"paix",1975,5,"sport",17149708
13,"paix",1975,6,"culture",17149708
2,"paix",1975,6,"inclassable",17149708
165,"paix",1975,6,"international",17149708
28,"paix",1975,6,"politique",17149708
12,"paix",1975,6,"société",17149708
12,"paix",1975,7,"culture",17149708
9,"paix",1975,7,"inclassable",17149708
149,"paix",1975,7,"international",17149708
25,"paix",1975,7,"politique",17149708
3,"paix",1975,7,"science/technologie",17149708
12,"paix",1975,7,"société",17149708
1,"paix",1975,7,"économie",17149708
18,"paix",1975,8,"culture",17149708
13,"paix",1975,8,"inclassable",17149708
108,"paix",1975,8,"international",17149708
11,"paix",1975,8,"politique",17149708
1,"paix",1975,8,"science/technologie",17149708
16,"paix",1975,8,"société",17149708
33,"paix",1975,9,"culture",17149708
143,"paix",1975,9,"international",17149708
